Time,HitRatio,TPS,Active,WaitLock,Deadlock,WalBytes
09:58:38,95.69,8,1,0,0,5454738787
09:58:43,98.21,18,64,0,0,5501717949
09:58:48,99.08,30,49,2,0,5581838042
09:58:53,99.38,42,63,4,0,5659228197
09:58:58,99.53,54,61,4,0,5734865721
09:59:03,99.63,66,100,8,0,5806855698
09:59:08,99.69,78,62,3,0,5873583862
09:59:13,99.73,90,58,2,0,5944230870
09:59:18,99.76,100,66,1,0,6012025929
09:59:23,99.79,112,73,3,0,6080169800
09:59:28,99.81,124,89,3,0,6146217081
09:59:33,99.83,138,70,2,0,6210632270
