Time,HitRatio,TPS,Active,WaitLock,Deadlock,WalBytes
14:38:37,95.96,6,1,0,0,17834916767
14:38:42,98.17,16,14,0,0,17834916767
14:38:47,99.07,28,13,0,0,17834916767
14:38:52,99.35,40,12,0,0,17834916767
14:38:57,99.52,52,17,0,0,17834916767
14:39:02,99.60,62,5,0,0,17834916767
14:39:08,99.67,74,13,0,0,17834916767
14:39:13,99.71,84,9,0,0,17834916767
14:39:18,99.75,96,8,0,0,17834916767
14:39:23,99.78,108,15,0,0,17834916767
14:39:28,99.80,118,9,0,0,17834916767
14:39:33,99.82,130,10,0,0,17834916767
