----system---- ----total-usage---- ------memory-usage----- -dsk/total- --io/total- nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme nvme
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ| read  writ|util:util:util:util:util:util:util:util:util:util:util:util:util:util:util:util:util
03-01 15:31:09| 27  22  12  34   0|5621M  307M   24M   14G|  77M  165M|8500  17.6k|   0:19.1:90.8:84.7:19.2:89.8:20.7:21.1:82.8:88.7:27.2:82.1: 100:27.4:18.4: 100:18.7
03-01 15:31:10| 24  18  19  33   0|5623M  213M   24M   14G|  68M  164M|7597  17.8k|   0:16.6:89.1:83.0:16.6:86.3:23.3:23.2:81.7:88.5:18.2:83.4:99.4:18.6:19.0:99.4:18.9
03-01 15:31:11| 20  17  21  36   0|5620M  278M   24M   14G|  59M  181M|6592  19.8k|0.20:17.0:91.1:85.8:17.0:91.1:22.5:22.1:85.7:89.7:25.5:84.3:99.0:25.8:15.5:99.0:15.6
03-01 15:31:12| 28  22  13  32   0|5621M  317M   24M   14G|  77M  165M|8667  17.3k|0.50:21.2:91.6:88.5:20.8:89.6:18.5:18.3:82.9:91.0:20.5:83.9:99.7:20.4:22.3:99.7:22.5
03-01 15:31:13| 27  23  13  33   0|5622M  211M   24M   14G|  78M  160M|8698  17.0k|0.10:20.0:99.1:99.3:20.3:88.2:19.7:19.9:82.8:87.9:19.7:81.1:86.0:20.0:20.2:80.8:20.3
03-01 15:31:14| 23  19  17  37   0|5621M  266M   24M   14G|  66M  166M|7290  18.3k|0.10:15.5:96.5:93.4:15.5:88.1:20.5:19.9:83.7:89.3:26.3:83.1:93.9:25.8:24.1:90.8:24.2
03-01 15:31:15| 29  24  11  33   0|5623M  302M   24M   14G|  81M  156M|8978  16.5k|0.10:24.1:94.8:91.4:24.2:89.4:19.7:20.1:82.1:87.6:19.1:78.6:89.3:18.9:19.4:85.7:19.5
03-01 15:31:16| 27  22  15  32   0|5626M  340M   24M   13G|  76M  162M|8407  17.5k|0.10:21.1:99.2:99.1:20.7:86.6:18.3:18.2:79.2:91.9:23.8:85.3:88.2:24.0:17.5:81.7:17.6
03-01 15:31:17| 28  23  12  33   0|5627M  234M   24M   14G|  78M  165M|8636  17.4k|0.40:23.9: 100:99.9:24.5:89.1:19.2:18.8:82.7:91.6:19.1:84.2:88.8:19.1:22.7:82.6:22.7
03-01 15:31:18| 24  21  14  36   0|5629M  281M   24M   14G|  70M  168M|7829  18.2k|0.20:20.8:99.4:98.7:20.8:90.9:19.9:19.7:85.5:91.0:21.3:85.3:87.0:21.5:20.1:81.4:19.6
03-01 15:31:19| 25  21  13  37   0|5630M  326M   24M   13G|  73M  168M|8043  17.9k|0.20:20.3:99.2:99.0:20.5:90.8:19.8:19.6:83.9:85.5:23.8:79.3:91.3:24.0:21.2:85.1:21.7
03-01 15:31:20| 24  20  10  39   0|5629M  229M   24M   14G|  73M  159M|8156  17.2k|0.40:21.7:97.4:96.0:21.8:90.1:19.6:20.1:82.8:87.7:19.3:81.4:97.3:20.0:21.3:95.8:21.5
03-01 15:31:21| 23  18  17  36   0|5630M  280M   24M   14G|  67M  163M|7462  18.0k|0.20:18.4:98.8:97.6:17.6:88.3:20.7:20.5:83.2:87.6:21.8:82.9:89.7:21.4:16.3:86.0:16.6
03-01 15:31:22| 27  22  12  34   0|5635M  315M   24M   13G|  78M  160M|8588  17.2k|0.60:20.2:99.9: 100:20.1:89.1:20.5:20.3:82.0:87.9:22.2:81.6:88.9:22.3:20.7:82.6:21.3
03-01 15:31:23| 25  19  19  33   0|5633M  226M   24M   14G|  70M  158M|7730  17.3k|0.40:22.4:99.9:99.8:22.2:84.8:17.7:18.0:81.0:87.2:17.3:80.5:86.5:17.8:17.0:82.8:16.7
03-01 15:31:24| 28  22  12  32   0|5635M  259M   24M   14G|  81M  162M|8893  17.0k|0.60:20.4:99.9:99.7:20.3:87.5:18.9:18.8:81.4:89.8:20.0:82.4:92.4:19.9:26.0:83.9:26.6
03-01 15:31:25| 24  20  19  33   0|5634M  310M   24M   14G|  69M  173M|7624  18.4k|0.70:25.7:99.1:99.0:25.9:90.3:19.4:19.5:84.9:91.1:19.8:85.5:88.3:19.8:17.3:83.0:17.3
03-01 15:31:26| 22  17  19  36   0|5635M  226M   24M   14G|  63M  171M|6946  18.9k|0.20:19.6:99.4:99.4:19.8:89.0:22.6:22.9:81.5:89.5:19.9:82.4:91.6:20.2:16.6:83.2:16.3
03-01 15:31:27| 26  23  11  35   0|5634M  269M   24M   14G|  75M  166M|8328  18.0k|0.10:16.8:99.9:99.7:16.8:90.9:22.2:22.2:82.4:93.1:24.4:85.2:89.5:23.8:23.5:81.5:23.8
03-01 15:31:28| 26  20  15  34   0|5636M  312M   24M   13G|  73M  158M|8066  17.2k|0.20:18.9: 100: 100:18.8:86.9:24.2:24.5:81.3:87.9:17.4:81.3:90.0:18.0:21.5:83.1:21.7
03-01 15:31:29| 28  21  14  32   0|5638M  206M   24M   14G|  80M  157M|8858  16.9k|1.00:26.8:99.6:99.7:27.1:86.6:16.6:16.8:81.9:88.7:17.6:83.2:88.8:17.6:23.8:80.9:23.3
03-01 15:31:30| 21  19  19  36   0|5639M  262M   24M   14G|  65M  176M|7167  19.4k|   0:19.7:95.0:94.5:19.7:94.3:17.8:17.7:88.0:90.0:20.6:84.2:93.3:20.6:19.6:89.0:19.4
03-01 15:31:31| 24  20  19  33   0|5653M  305M   24M   13G|  64M  172M|7108  18.5k|0.20:18.7:80.5:74.2:18.8:85.2:19.5:19.3:79.3:86.8:16.0:81.7:93.4:16.0:19.6:98.2:19.1
03-01 15:31:32| 28  22  13  31   0|5647M  206M   24M   14G|  80M  159M|8868  16.9k|1.00:23.7:89.3:81.4:24.1:89.6:20.2:20.1:85.2:88.8:20.2:82.6: 100:20.6:17.6:99.8:18.0
03-01 15:31:33| 24  20  15  36   0|5642M  261M   24M   14G|  69M  165M|7584  17.8k|0.10:17.8:85.0:81.3:17.4:87.7:25.9:25.9:81.8:87.3:20.5:82.4: 100:20.7:17.7: 100:17.9
03-01 15:31:34| 24  19  19  33   0|5638M  319M   24M   13G|  65M  168M|7362  18.7k|   0:19.9:86.6:80.9:20.3:84.7:17.6:17.2:79.1:88.4:14.7:83.8:98.9:15.3:24.4:99.0:24.0
03-01 15:31:35| 26  21  16  31   0|5641M  218M   24M   14G|  74M  162M|8152  17.7k|0.30:16.3:89.1:81.4:16.1:91.1:20.9:21.0:84.3:89.5:20.5:83.2:98.9:20.5:18.4:98.2:18.1
03-01 15:31:36| 29  22  13  32   0|5641M  255M   24M   14G|  81M  156M|8912  16.8k|0.20:20.9:86.1:79.3:20.9:88.3:25.2:24.7:80.5:87.4:19.2:82.5: 100:19.2:20.9: 100:21.3
03-01 15:31:37| 24  18  19  35   0|5645M  306M   24M   13G|  66M  173M|7311  18.9k|0.40:15.9:88.7:83.3:15.5:90.2:23.6:23.6:83.5:89.2:26.1:83.5:99.8:26.2:17.9:99.8:18.5
03-01 15:31:38| 26  21  15  33   0|5649M  206M   24M   14G|  73M  168M|8062  18.2k|0.20:22.0:91.8:84.3:22.0:88.9:19.9:20.3:83.1:92.9:21.9:84.0:99.4:21.6:19.0:98.8:19.1
03-01 15:31:39| 28  22  13  34   0|5646M  249M   24M   14G|  77M  158M|8602  16.9k|0.10:17.5: 100: 100:17.3:86.4:20.5:20.4:81.2:89.1:22.9:82.7:86.5:23.0:18.4:78.1:18.4
03-01 15:31:40| 21  28  14  33   0|5473M  478M   24M   13G|  61M  165M|6807  18.6k|0.46:23.6:99.0:99.0:24.0:86.1:13.9:14.2:77.9:86.2:17.1:78.4:83.0:17.1:22.7:75.3:22.9
03-01 15:31:41|  1  15  64  20   0|4691M 1259M   24M   13G| 130k  190M|13.0  23.9k|0.11:   0:89.4:88.9:   0:85.8:   0:   0:82.1:83.4:1.09:82.0:90.6:0.98:   0:86.9:   0
03-01 15:31:42|  0   1  77  22   0|4690M 1259M   24M   13G|   0   195M|   0  24.1k|0.40:   0:88.0:87.8:   0:93.0:   0:   0:90.3:83.2:   0:83.4:93.8:   0:   0:90.3:   0
