Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
nvme11n1         0.00      0.00     0.00   0.00    0.00     0.00 1974.00 128064.00    27.00   1.35   13.68    64.88    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   27.00 100.00
nvme12n1         0.00      0.00     0.00   0.00    0.00     0.00  408.00  48128.00   344.00  45.74    1.85   117.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.76   8.50
nvme15n1         0.00      0.00     0.00   0.00    0.00     0.00  408.00  48128.00   344.00  45.74    1.85   117.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.76   8.50
nvme2n1          0.00      0.00     0.00   0.00    0.00     0.00 1976.00 128192.00    27.00   1.35   13.92    64.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   27.50 100.00
nvme3n1          0.00      0.00     0.00   0.00    0.00     0.00 1974.00 128064.00    27.00   1.35   13.78    64.88    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   27.21 100.00
nvme5n1          0.00      0.00     0.00   0.00    0.00     0.00  408.00  48128.00   344.00  45.74    1.86   117.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.76   8.50
nvme8n1          0.00      0.00     0.00   0.00    0.00     0.00  408.00  48128.00   344.00  45.74    1.85   117.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.75   8.50
nvme9n1          0.00      0.00     0.00   0.00    0.00     0.00 1976.00 128192.00    27.00   1.35   13.75    64.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   27.17 100.00
Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
md0              0.00      0.00     0.00   0.00    0.00     0.00 8004.00 512200.00     0.00   0.00    7.23    63.99    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   57.86  98.00
nvme11n1         0.00      0.00     0.00   0.00    0.00     0.00 1025.00  65600.00     0.00   0.00   16.28    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   16.69  51.20
nvme12n1         0.00      0.00     0.00   0.00    0.00     0.00 2976.00 190464.00     0.00   0.00    4.06    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   12.08  48.80
nvme15n1         0.00      0.00     0.00   0.00    0.00     0.00 2976.00 190464.00     0.00   0.00    3.69    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   10.99  47.80
nvme2n1          0.00      0.00     0.00   0.00    0.00     0.00 1025.00  65544.00     0.00   0.00   16.55    63.95    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   16.97  51.30
nvme3n1          0.00      0.00     0.00   0.00    0.00     0.00 1027.00  65672.00     0.00   0.00   16.39    63.95    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   16.83  51.30
nvme5n1          0.00      0.00     0.00   0.00    0.00     0.00 2976.00 190464.00     0.00   0.00    3.74    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   11.14  48.10
nvme8n1          0.00      0.00     0.00   0.00    0.00     0.00 2976.00 190464.00     0.00   0.00    3.73    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   11.11  47.70
nvme9n1          0.00      0.00     0.00   0.00    0.00     0.00 1023.00  65472.00     0.00   0.00   16.35    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   16.72  51.30
Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
md0           16460.00 1053440.00     0.00   0.00    6.74    64.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00  110.94  90.40
nvme11n1      1947.00 130688.00    95.00   4.65    0.79    67.12    1.00      0.50     0.00   0.00    1.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    1.54  63.50
nvme12n1      1799.00 130816.00   249.00  12.16   12.60    72.72    1.00      0.50     0.00   0.00   14.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   22.67  90.10
nvme15n1      1795.00 130816.00   253.00  12.35   12.42    72.88    1.00      0.50     0.00   0.00   12.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   22.30  90.00
nvme2n1       1920.00 127424.00    71.00   3.57    0.96    66.37    1.00      0.50     0.00   0.00    0.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    1.84  69.70
nvme3n1       2002.00 137792.00   151.00   7.01    0.80    68.83    1.00      0.50     0.00   0.00    1.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    1.60  62.60
nvme5n1       1731.00 130688.00   316.00  15.44   13.23    75.50    1.00      0.50     0.00   0.00    8.00     0.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00   22.90  90.30
