Linux 6.14.0-1018-aws (ip-10-0-1-227) 	01/03/26 	_aarch64_	(8 CPU)

15:40:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:40:32     all    0.88    0.00    0.62    0.75    0.00    0.00    0.00    0.00    0.00   97.75
15:40:32       0    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:40:32       1    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
15:40:32       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:40:32       3    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
15:40:32       4    0.99    0.00    0.99    1.98    0.00    0.00    0.00    0.00    0.00   96.04
15:40:32       5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
15:40:32       6    4.00    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00   92.00
15:40:32       7    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01

15:40:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:40:33     all    0.25    0.00    0.37    0.12    0.00    0.00    0.00    0.00    0.00   99.25
15:40:33       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:40:33       1    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
15:40:33       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:40:33       3    0.99    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   98.02
15:40:33       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:40:33       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
15:40:33       6    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
15:40:33       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

15:40:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
