Time,HitRatio,TPS,Active,WaitLock,Deadlock,WalBytes
12:38:39,95.22,6,3,0,0,4645085341
12:38:44,98.17,16,51,0,0,4648020492
12:38:49,99.07,28,53,0,0,4656293710
12:38:54,99.38,40,45,2,0,4666908957
12:38:59,99.53,52,51,0,0,4679076090
12:39:04,99.63,66,51,0,0,4694097904
12:39:09,99.69,78,50,0,0,4711974016
12:39:15,99.73,88,53,0,0,4736498682
12:39:20,99.76,100,43,0,0,4767901230
12:39:25,99.79,112,31,0,0,4804146918
12:39:30,99.81,124,34,0,0,4840463828
12:39:35,99.83,136,32,0,0,4877591708
